0,64,320,64,64,64,64,64
64,0,64,320,64,64,64,64
64,64,0,64,64,64,320,64
64,64,64,0,64,320,64,64
64,64,64,64,0,64,64,320
320,64,64,64,64,0,64,64
64,320,64,64,64,64,0,64
64,64,64,64,320,64,64,0
