0,64,64,64,64,64,320,64
320,0,64,64,64,64,64,64
64,64,0,64,64,320,64,64
64,64,64,0,320,64,64,64
64,64,320,64,0,64,64,64
64,64,64,320,64,0,64,64
64,64,64,64,64,64,0,320
64,320,64,64,64,64,64,0
